player_name,team_name,position,player_rating,PO_group
Sean Newcomb,atlanta-braves,RP,73.0,relief_pitcher
Francisco Mejia,san-diego-padres,C,77.0,batter
Eric Hosmer,san-diego-padres,1B,75.0,batter
Jurickson Profar,san-diego-padres,2B,78.0,batter
Fernando Tatis Jr.,san-diego-padres,SS,88.0,batter
Manny Machado,san-diego-padres,3B,90.0,batter
Tommy Pham,san-diego-padres,LF,87.0,batter
Trent Grisham,san-diego-padres,CF,79.0,batter
Franchy Cordero,san-diego-padres,RF,70.0,batter
Greg Garcia,san-diego-padres,DH,72.0,batter
Joey Lucchesi,san-diego-padres,SP,78.0,starting_pitcher
Chris Paddack,san-diego-padres,SP,83.0,starting_pitcher
Zach Davies,san-diego-padres,SP,73.0,starting_pitcher
Garrett Richards,san-diego-padres,SP,79.0,starting_pitcher
Dinelson Lamet,san-diego-padres,SP,81.0,starting_pitcher
Kirby Yates,san-diego-padres,RP,76.0,relief_pitcher
Craig Stammen,san-diego-padres,RP,73.0,relief_pitcher
Emilio Pagan,san-diego-padres,RP,73.0,relief_pitcher
Drew Pomeranz,san-diego-padres,RP,73.0,relief_pitcher
Matt Strahm,san-diego-padres,RP,72.0,relief_pitcher
Pierce Johnson,san-diego-padres,RP,71.0,relief_pitcher
Jose Castillo,san-diego-padres,RP,72.0,relief_pitcher
Tucker Barnhart,cincinnati-reds,C,75.0,batter
Joey Votto,cincinnati-reds,1B,80.0,batter
Mike Moustakas,cincinnati-reds,2B,81.0,batter
Freddy Galvis,cincinnati-reds,SS,73.0,batter
Eugenio Suarez,cincinnati-reds,3B,85.0,batter
Jesse Winker,cincinnati-reds,LF,76.0,batter
Shogo Akiyama,cincinnati-reds,CF,73.0,batter
Nicholas Castellanos,cincinnati-reds,RF,76.0,batter
Phillip Ervin,cincinnati-reds,DH,71.0,batter
Trevor Bauer,cincinnati-reds,SP,87.0,starting_pitcher
Luis Castillo,cincinnati-reds,SP,87.0,starting_pitcher
Sonny Gray,cincinnati-reds,SP,85.0,starting_pitcher
Wade Miley,cincinnati-reds,SP,77.0,starting_pitcher
Anthony DeSclafani,cincinnati-reds,SP,78.0,starting_pitcher
Raisel Iglesias,cincinnati-reds,RP,74.0,relief_pitcher
Amir Garrett,cincinnati-reds,RP,73.0,relief_pitcher
Michael Lorenzen,cincinnati-reds,RP,72.0,relief_pitcher
Pedro Strop,cincinnati-reds,RP,72.0,relief_pitcher
Robert Stephenson,cincinnati-reds,RP,72.0,relief_pitcher
Lucas Sims,cincinnati-reds,RP,72.0,relief_pitcher
Tyler Mahle,cincinnati-reds,RP,73.0,relief_pitcher
Salvador Perez,kansas-city-royals,C,79.0,batter
Ryan O'Hearn,kansas-city-royals,1B,72.0,batter
Nicky Lopez,kansas-city-royals,2B,75.0,batter
Adalberto Mondesi,kansas-city-royals,SS,80.0,batter
Maikel Franco,kansas-city-royals,3B,76.0,batter
Alex Gordon,kansas-city-royals,LF,74.0,batter
Whit Merrifield,kansas-city-royals,CF,79.0,batter
Hunter Dozier,kansas-city-royals,RF,75.0,batter
Jorge Soler,kansas-city-royals,DH,79.0,batter
Danny Duffy,kansas-city-royals,SP,76.0,starting_pitcher
Jakob Junis,kansas-city-royals,SP,77.0,starting_pitcher
Brad Keller,kansas-city-royals,SP,77.0,starting_pitcher
Mike Montgomery,kansas-city-royals,SP,74.0,starting_pitcher
Jorge Lopez,kansas-city-royals,SP,73.0,starting_pitcher
Ian Kennedy,kansas-city-royals,RP,72.0,relief_pitcher
Scott Barlow,kansas-city-royals,RP,72.0,relief_pitcher
Tim Hill,kansas-city-royals,RP,72.0,relief_pitcher
Greg Holland,kansas-city-royals,RP,70.0,relief_pitcher
Kevin McCarthy,kansas-city-royals,RP,71.0,relief_pitcher
Trevor Rosenthal,kansas-city-royals,RP,71.0,relief_pitcher
Jorge Lopez,kansas-city-royals,RP,73.0,relief_pitcher
Austin Romine,detroit-tigers,C,75.0,batter
C.J. Cron,detroit-tigers,1B,77.0,batter
Jonathan Schoop,detroit-tigers,2B,77.0,batter
Niko Goodrum,detroit-tigers,SS,75.0,batter
Jeimer Candelario,detroit-tigers,3B,77.0,batter
Christin Stewart,detroit-tigers,LF,72.0,batter
JaCoby Jones,detroit-tigers,CF,72.0,batter
Cameron Maybin,detroit-tigers,RF,74.0,batter
Miguel Cabrera,detroit-tigers,DH,73.0,batter
Matthew Boyd,detroit-tigers,SP,81.0,starting_pitcher
Ivan Nova,detroit-tigers,SP,73.0,starting_pitcher
Daniel Norris,detroit-tigers,SP,75.0,starting_pitcher
Spencer Turnbull,detroit-tigers,SP,77.0,starting_pitcher
Jordan Zimmermann,detroit-tigers,SP,72.0,starting_pitcher
Joe Jimenez,detroit-tigers,RP,73.0,relief_pitcher
Buck Farmer,detroit-tigers,RP,72.0,relief_pitcher
Jose Cisnero,detroit-tigers,RP,71.0,relief_pitcher
Bryan Garcia,detroit-tigers,RP,71.0,relief_pitcher
Gregory Soto,detroit-tigers,RP,71.0,relief_pitcher
David McKay,detroit-tigers,RP,71.0,relief_pitcher
Tyler Alexander,detroit-tigers,RP,72.0,relief_pitcher
Jorge Alfaro,miami-marlins,C,75.0,batter
Jesus Aguilar,miami-marlins,1B,74.0,batter
Isan Diaz,miami-marlins,2B,74.0,batter
Miguel Rojas,miami-marlins,SS,77.0,batter
Brian Anderson,miami-marlins,3B,85.0,batter
Corey Dickerson,miami-marlins,LF,76.0,batter
Jonathan Villar,miami-marlins,CF,79.0,batter
Lewis Brinson,miami-marlins,RF,70.0,batter
Matt Joyce,miami-marlins,DH,73.0,batter
Caleb Smith,miami-marlins,SP,75.0,starting_pitcher
Sandy Alcantara,miami-marlins,SP,75.0,starting_pitcher
Pablo Lopez,miami-marlins,SP,78.0,starting_pitcher
Jordan Yamamoto,miami-marlins,SP,74.0,starting_pitcher
Jose Urena,miami-marlins,SP,74.0,starting_pitcher
Brandon Kintzler,miami-marlins,RP,72.0,relief_pitcher
Ryne Stanek,miami-marlins,RP,73.0,relief_pitcher
Yimi Garcia,miami-marlins,RP,71.0,relief_pitcher
Adam Conley,miami-marlins,RP,71.0,relief_pitcher
Brad Boxberger,miami-marlins,RP,71.0,relief_pitcher
Stephen Tarpley,miami-marlins,RP,72.0,relief_pitcher
Jeff Brigham,miami-marlins,RP,71.0,relief_pitcher
